Date	Air temperature	Underground temperature	Fuel temperature (start of day)	Fuel volume (start of day)	Amount of sales	Supplier name	Driver name	Refill volume	Refill temperature	Fuel temperature (end of day)	Fuel volume (end of day)
2000-2-5	1.834557923693816	8.365649383643262	8.74226580263246	791.0130020981892	0.5635637006938811	 	 	0.0	1.834557923693816	8.74226580263246	790.4494383974953	
2000-2-6	-1.141550170630493	8.312981172454975	8.691344920973307	790.4494383974953	0.9065063965641195	 	 	0.0	-1.141550170630493	8.691344920973307	789.5429320009312	
2000-2-7	-0.31440520000529776	8.260212810820304	8.640146644883913	789.5429320009312	0.6546054744369538	 	 	0.0	-0.31440520000529776	8.640146644883913	788.8883265264943	
2000-2-8	0.31582549232919765	8.207359849817626	8.588710382791783	788.8883265264943	0.8147331185219013	 	 	0.0	0.31582549232919765	8.588710382791783	788.0735934079723	
2000-2-9	-1.5787169761647242	8.154437865457142	8.537044924623405	788.0735934079723	0.8903507348411299	 	 	0.0	-1.5787169761647242	8.537044924623405	787.183242673131	
2000-2-10	-0.4398023587148379	8.101462454090552	8.485165551777461	787.1832426731308	0.5519274339132861	 	 	0.0	-0.4398023587148379	8.485165551777461	786.6313152392177	
2000-2-11	-1.718884474495158	8.04844922781474	8.433116121833809	786.6313152392177	0.799837807749133	 	 	0.0	-1.718884474495158	8.433116121833809	785.8314774314686	
2000-2-12	0.4742236261049316	7.995413809870816	8.380896891922207	785.8314774314686	0.9990570344758987	 	 	0.0	0.4742236261049316	8.380896891922207	784.8324203969926	
2000-2-13	1.1978413315389045	7.942371830039879	8.328513171420056	784.8324203969926	0.6826190269181989	 	 	0.0	1.1978413315389045	8.328513171420056	784.1498013700743	
2000-2-14	-0.6058312838797034	7.889338920036845	8.276007384976516	784.1498013700743	0.9721859483863761	 	 	0.0	-0.6058312838797034	8.276007384976516	783.177615421688	
2000-2-15	-0.8659588596209922	7.83633070890371	8.22337662355456	783.177615421688	0.6972890994449193	 	 	0.0	-0.8659588596209922	8.22337662355456	782.4803263222431	
2000-2-16	-0.29497809990283846	7.7833628184036	8.17065969036471	782.4803263222431	0.9739593169348186	 	 	0.0	-0.29497809990283846	8.17065969036471	781.5063670053082	
2000-2-17	1.0453829151894027	7.730450858416965	8.117854004263206	781.5063670053082	0.5088985133734467	 	 	0.0	1.0453829151894027	8.117854004263206	780.9974684919349	
2000-2-18	-1.0620489083709483	7.677610422341276	8.065011397443062	780.9974684919347	0.7952913681781193	 	 	0.0	-1.0620489083709483	8.065011397443062	780.2021771237565	
2000-2-19	-1.6030373805763487	7.624857082495579	8.012126497596592	780.2021771237565	0.5246737217562611	 	 	0.0	-1.6030373805763487	8.012126497596592	779.6775034020003	
2000-2-20	3.010077487375254	7.5722063855312625	7.959235782781506	779.6775034020004	0.6266881203877167	 	 	0.0	3.010077487375254	7.959235782781506	779.0508152816126	
2000-2-21	0.895944474439573	7.519673847850384	7.906346940589707	779.0508152816128	0.8531961312816144	 	 	0.0	0.895944474439573	7.906346940589707	778.1976191503311	
2000-2-22	-1.1863274791996912	7.467274951032921	7.853459799114452	778.1976191503312	0.6092376728215604	 	 	0.0	-1.1863274791996912	7.853459799114452	777.5883814775096	
2000-2-23	2.0746917251701382	7.415025137274273	7.800609411510571	777.5883814775098	0.7745834529374653	 	 	0.0	2.0746917251701382	7.800609411510572	776.8137980245724	
2000-2-24	1.9531981041254607	7.362939804834379	7.747799522854911	776.8137980245724	0.8784717824691821	 	 	0.0	1.9531981041254607	7.747799522854912	775.9353262421032	
2000-2-25	-1.2343369629101697	7.311034303499778	7.695039671402533	775.9353262421032	0.759538945514888	 	 	0.0	-1.2343369629101697	7.695039671402533	775.1757872965884	
2000-2-26	-1.4641196379890324	7.2593239300599555	7.642355931295192	775.1757872965884	0.7633436503182417	 	 	0.0	-1.4641196379890324	7.642355931295192	774.4124436462702	
2000-2-27	-0.8981911469509712	7.207823923799314	7.589764418073101	774.4124436462702	0.6699697551088262	 	 	0.0	-0.8981911469509712	7.589764418073102	773.7424738911611	
2000-2-28	-1.8440438212187533	7.15654946200608	7.537288051620572	773.7424738911611	0.538591710226238	 	 	0.0	-1.8440438212187533	7.537288051620571	773.2038821809349	
